Js=https://clonglii.serv00.net/user_data/youtube020.js?t=1719035247000
ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36
三立iNEWS,P2p://starvod.xyz:19806/b0b63b81d7bd41e097d1d1c711e786d8
三立都会台,P2p://starvod.xyz:19806/f1783e8e2285494bb92e56fcc03b8bd2
三立台湾台,P2p://starvod.xyz:19806/29a0fbd5f4ba47d5ba0fea5d2b867489
三立戏剧台,P2p://starvod.xyz:19806/f16f8870bf0a439f9c67baee200b2066
三立新闻台,P2p://starvod.xyz:19806/a1cd648fd7b5443eba7cf43f0da9bc7e
三立综合台,P2p://starvod.xyz:19806/8b9e344befe449c5b5f4ebac6e68c04e
台视,P2p://starvod.xyz:19806/d3ed62b7bad14191959cdac7a7089649
台视财经台,P2p://starvod.xyz:19806/6c06b74ad8ca493fa6c2c05c78e3b545
台视新闻台,P2p://starvod.xyz:19806/879a9ce8c43a48f49ed38ad685d7a5bb
台视综合台,P2p://starvod.xyz:19806/c307dd8b46cb4f46ad6251c27d66b6d9
探索频道,P2p://starvod.xyz:19806/0114387eb4ff442eb7bf650fb87e5ac7
纬来电影台,P2p://starvod.xyz:19806/8d1e10e984d4494aab703ac006faf941
纬来精采台,P2p://starvod.xyz:19806/19a13942497b4a099f64eb8701a4abf3
纬来日本台,P2p://starvod.xyz:19806/00d49f677983415189cf9827d2de3e8e
纬来体育台,P2p://starvod.xyz:19806/30a3b2a3966a408baea81859422cf070
纬来戏剧台,P2p://starvod.xyz:19806/2396ccb765774068bf00937cb2fd7bc8
纬来育乐台,P2p://starvod.xyz:19806/3f8d2096eeb34927910142e633e74b3c
纬来综合台,P2p://starvod.xyz:19806/f324964b23e44a349777ac812a863dcc
亚洲旅游台,P2p://starvod.xyz:19806/8947b18c8a3e43249a05817840e71049
亚洲美食频道,P2p://starvod.xyz:19806/8e79d973d3cc46c0984d7710bd7f8677
壹电视电影台,P2p://starvod.xyz:19806/423c530a8d8e406b9e5ff5f84bb4717a
壹电视新闻台,P2p://starvod.xyz:19806/06b92ed63cce422ebaec6757d18b6c61
壹电视综合,P2p://starvod.xyz:19806/5766a2a191dd4b00bfeb3c30eacdd696
影迷数位电影台,P2p://starvod.xyz:19806/d613d16093fa446382be58edde88eeba
原住民电视台,P2p://starvod.xyz:19806/eb258578466c4c528e98dbdd4b8584c4
智林体育台,P2p://starvod.xyz:19806/3002f2b00d31470182395bf58242d97d
中视,P2p://starvod.xyz:19806/4cbf22fb54b84449bf67ff1208df14bf
中视经典台,P2p://starvod.xyz:19806/33fb1a37e93d4e809f9e6ce6a40edc0b
中视菁采台,P2p://starvod.xyz:19806/4a223997a6984c2183cbad68f56d4d03
中视新闻台,P2p://starvod.xyz:19806/c4fabeb367b44cf3926454703f69a17a
中天新闻台,P2p://starvod.xyz:19806/2e904818dbeb4583b43e3e016a7cf8d9
中天新闻台,P2p://starvod.xyz:19806/5101795d67f342359f9b60be98a6e360
中天娱乐台,P2p://starvod.xyz:19806/04df869d074f436583559dab86210613
中天综合台,P2p://starvod.xyz:19806/74f7e2793ca746169b7aea295fe86a18
罪案侦缉频道,P2p://starvod.xyz:19806/207f68a4fd0142a3851c3f943aa4556c
TLC旅游生活,mitv://135.148.104.228:19806/32000d7eec2049c6b1de2eb8cd3c9348
TVBS,mitv://135.148.104.228:19806/5fe15c41a5ed4d5f9262ee28464c45c0
TVBS,mitv://135.148.104.228:19806/9e185dd6c7dd46edb5a7d675e4fca701
TVBS欢乐,P2p://generationnexxxt.com:19806/115a1e134813400abd3e49bad3af517c
TVBS欢乐台,mitv://135.148.104.228:19806/115a1e134813400abd3e49bad3af517c
TVBS欢乐台,mitv://135.148.104.228:19806/2f5899dbb41e4f798ef5d21862533392
TVBS新闻,P2p://generationnexxxt.com:19806/53f80a10fb054d5ab0649a59980025a9
TVBS新闻台,mitv://135.148.104.228:19806/53f80a10fb054d5ab0649a59980025a9
TVBS新闻台,mitv://135.148.104.228:19806/bb6082c57bae466b9e6c64ba43f2c1e1
TVBS精采,P2p://generationnexxxt.com:19806/0af9c12ec2a347b9b626002b0d10f37c
TVBS精采台,mitv://135.148.104.228:19806/0af9c12ec2a347b9b626002b0d10f37c
非凡商业台,mitv://135.148.104.228:19806/75d635caf96142a3807ed6c5f7e6240d
非凡新闻台,mitv://135.148.104.228:19806/3d7f2e1d0e04407ba29c656092041b09
非凡新闻台,mitv://135.148.104.228:19806/a404066e65af4566931c773a385ed1e3
八大戏剧,P2p://generationnexxxt.com:19806/a5393bab3516410fb2bd81ea2329f7b3
八大戏剧台,mitv://135.148.104.228:19806/a5393bab3516410fb2bd81ea2329f7b3
八大娱乐台,mitv://135.148.104.228:19806/5ca416b9a3564813893dc1033310b6ba
八大第一台,P2p://generationnexxxt.com:19806/ef3ddf51945a48beabd3f79eeafe8ac0
八大第一台,mitv://135.148.104.228:19806/ef3ddf51945a48beabd3f79eeafe8ac0
八大综合台,P2p://generationnexxxt.com:19806/5bc105affae344648b1b19d46233e6e6
八大综合台,mitv://135.148.104.228:19806/5bc105affae344648b1b19d46233e6e6
三立iNEWS,mitv://135.148.104.228:19806/1d4ae63a90fa4f77b866e6f907a2c82c
三立iNEWS,mitv://135.148.104.228:19806/6ec25b8c951a47cfb921435fb1968c16
三立台湾台,mitv://135.148.104.228:19806/82fb76c0b7d7487cb42604a970c4d2da
三立台湾台,mitv://135.148.104.228:19806/82c3325594cc42bcb28b18426623428e
三立戏剧,P2p://generationnexxxt.com:19806/3e3919a7f09443d1b07bdea99f22e42f
三立戏剧台,mitv://135.148.104.228:19806/3e3919a7f09443d1b07bdea99f22e42f
三立综合,P2p://generationnexxxt.com:19806/792a7263dd7b4c7484512d07f3c21083
三立综合台,mitv://135.148.104.228:19806/a29710ab6188439f8cfaf83e5268ac06
三立都会,P2p://generationnexxxt.com:19806/d246662584364ea6aad39cb2c7767eec
三立都会台,mitv://135.148.104.228:19806/d246662584364ea6aad39cb2c7767eec
三立新闻,P2p://generationnexxxt.com:19806/27c4d09b970a447dae2ef153650b7ac1
三立新闻台,mitv://135.148.104.228:19806/27c4d09b970a447dae2ef153650b7ac1
三立新闻台,mitv://135.148.104.228:19806/69427a93f58247d1a31f424cbadc6c4d
大爱,mitv://135.148.104.228:19806/3a1fb2af7f384a148c57899bb1b50dfb
大爱2台,mitv://135.148.104.228:19806/c549d8292cd14ac6a77bf310fba08b65
中天亚洲台,mitv://135.148.104.228:19806/1279f4aaa3ea4f958ed26b14f1ffeb7e
中天亚洲台,mitv://135.148.104.228:19806/6f522fd08aed4ee19dfb8485917faa66
中天娱乐,P2p://generationnexxxt.com:19806/4ec900f6e5c0468db4b5f6743efa6508
中天娱乐台,mitv://135.148.104.228:19806/4ec900f6e5c0468db4b5f6743efa6508
中天娱乐台,mitv://135.148.104.228:19806/ef92e3e69b334eaca20f0e2a26bf0f31
中天综合台,P2p://generationnexxxt.com:19806/3e0f75883e414bb98765c2eab11991be
中天综合台,mitv://135.148.104.228:19806/3e0f75883e414bb98765c2eab11991be
中天新闻台,mitv://135.148.104.228:19806/1180a44e6cef425e826c3e798f7f3ea9
中视,mitv://135.148.104.228:19806/185127a48ab34a0dad54ab6e003ddeb3
中视,mitv://135.148.104.228:19806/695746eb4c094292a862a53216d54dac
中视,P2p://generationnexxxt.com:19806/695746eb4c094292a862a53216d54dac
中视经典,P2p://generationnexxxt.com:19806/b0fa86c1552742ffb1e5b79fcc2a9f5e
中视经典台,mitv://135.148.104.228:19806/b0fa86c1552742ffb1e5b79fcc2a9f5e
中视菁采台,P2p://generationnexxxt.com:19806/abf4b02e6c7d408ebc9947ae5b2e11c3
中视菁采台,mitv://135.148.104.228:19806/abf4b02e6c7d408ebc9947ae5b2e11c3
中视新闻,P2p://generationnexxxt.com:19806/75f4ea0339f14b62b1df49ede1723daa
中视新闻台,mitv://135.148.104.228:19806/75f4ea0339f14b62b1df49ede1723daa
中视新闻台,mitv://135.148.104.228:19806/75f4ea0339f14b62b1df49ede1723daa
中视频道,rtmp://f13h.mine.nu/sat/tv091
公视,mitv://135.148.104.228:19806/345c7e0b5a7545cfacafed5319da0351
公视,P2p://generationnexxxt.com:19806/345c7e0b5a7545cfacafed5319da0351
公视3台,mitv://135.148.104.228:19806/facf020d07f54fa8aef38a5c8b127758
公视台语,P2p://generationnexxxt.com:19806/2bc76898bf1043f4b7eb62fa24759e09
公视台语台,mitv://135.148.104.228:19806/2bc76898bf1043f4b7eb62fa24759e09
历史频道,mitv://135.148.104.228:19806/b43ae6d6c7264673901171201610d68c
历史频道,mitv://135.148.104.228:19806/cf774dbea20b492db00ab609f1c43d47
东森综合台,P2p://generationnexxxt.com:19806/96888fe237044e2e97823cc5e215e1a3
东森综合台,mitv://135.148.104.228:19806/96888fe237044e2e97823cc5e215e1a3
东森综合台,mitv://135.148.104.228:19806/760bcd80b88c4fefa052bef73e87c234
东森超视,rtmp://220.130.201.73/sat/tv331
东森超视,rtmp://f13h.mine.nu/sat/tv331
东森新闻,P2p://generationnexxxt.com:19806/311e31668d704df7ade8a4d5e745d49b
东森新闻台(备),mitv://135.148.104.228:19806/f848bf771436495b9ce252af20bea6e2
东森新闻台,mitv://135.148.104.228:19806/311e31668d704df7ade8a4d5e745d49b
东森新闻台,mitv://135.148.104.228:19806/e9f96143b31a4e869309a60c27c66bc4
东森电影,P2p://generationnexxxt.com:19806/66adf84d000d5ed7e7d580f9459517f8
东森电影台,mitv://135.148.104.228:19806/90fe82037af64fd3bfc08879b08f3e2f
东森戏剧,P2p://generationnexxxt.com:19806/d6863286fa4a40cbbf9f93bd5c1e5733
东森戏剧台,mitv://135.148.104.228:19806/4c925da5e039498a85b4d3fa0bfb5910
东森戏剧台,mitv://135.148.104.228:19806/d6863286fa4a40cbbf9f93bd5c1e5733
东森财经新闻台,mitv://135.148.104.228:19806/5634f613b7f84f81a5c56a6af4311d57
东森洋片,P2p://generationnexxxt.com:19806/29384d5c65734485903a3e592c9ef54f
东森洋片台,mitv://135.148.104.228:19806/29384d5c65734485903a3e592c9ef54f
台视(备),mitv://135.148.104.228:19806/4f26385653f04516a9f205e141fa77b2
台视,mitv://135.148.104.228:19806/333435199f804b03aad4410d4674aaeb
台视,P2p://generationnexxxt.com:19806/333435199f804b03aad4410d4674aaeb
台视财经台,mitv://135.148.104.228:19806/adf452cad7a246ca8ccc8301f8184c6e
台视综合,P2p://generationnexxxt.com:19806/b8121a70de4c4ce1aa94361a1689297a
台视综合台,mitv://135.148.104.228:19806/b8121a70de4c4ce1aa94361a1689297a
台视新闻台,mitv://135.148.104.228:19806/3e72f4e960264195b41106221611a5a7
台视频道,rtmp://220.130.201.73/sat/tv071
台视频道,rtmp://f13h.mine.nu/sat/tv071
民视(备),mitv://135.148.104.228:19806/710b3fa51d9746d982e51411e5a49400
民视,mitv://135.148.104.228:19806/e85920ffa4de4c2cbab08ad68fd1d5ae
民视,P2p://generationnexxxt.com:19806/e85920ffa4de4c2cbab08ad68fd1d5ae
民视台湾,P2p://generationnexxxt.com:19806/38f827cbd65f4fd8af9c173dc13f6cc7
民视台湾台,mitv://135.148.104.228:19806/38f827cbd65f4fd8af9c173dc13f6cc7
民视第一,P2p://generationnexxxt.com:19806/c29c4ad3a69749f4908e9ae4cab91032
民视第一台,mitv://135.148.104.228:19806/3a4000096c084c79af219586be8ed979
民视第一台,mitv://135.148.104.228:19806/c29c4ad3a69749f4908e9ae4cab91032
民视新闻,P2p://generationnexxxt.com:19806/96f9b2974a86449f9a6f881b4e23ca03
民视新闻台,mitv://135.148.104.228:19806/96f9b2974a86449f9a6f881b4e23ca03
民视频道,rtmp://220.130.201.73/sat/tv051
民视频道,rtmp://f13h.mine.nu/sat/tv051
龙华电影,mitv://135.148.104.228:19806/40368423d7dc44baaac3fbfc644ee9bf
龙华电影,P2p://generationnexxxt.com:19806/40368423d7dc44baaac3fbfc644ee9bf
龙华戏剧,mitv://135.148.104.228:19806/b3526dee03424c8090e6d4d5e787c56b
龙华戏剧,P2p://generationnexxxt.com:19806/b3526dee03424c8090e6d4d5e787c56b
龙华偶像,mitv://135.148.104.228:19806/a7b822eb3c86487b960d27a273d5e0b6
龙祥电影,mitv://135.148.104.228:19806/1c325d3c69ec458c852b173bf2e397a9
龙祥电影,P2p://generationnexxxt.com:19806/1c325d3c69ec458c852b173bf2e397a9
亚洲美食频道,mitv://135.148.104.228:19806/081793e8697647e5af4c70b9265cab70
亚洲美食频道,mitv://135.148.104.228:19806/ac7e749ef27c4f2c8775ecaae5cd2206
亚洲旅游台,mitv://135.148.104.228:19806/409459f958a04a5fa3609250df421445
亚洲旅游台,mitv://135.148.104.228:19806/bc0c6c9782004039b1220b4faa8a3abf
动物星球,mitv://135.148.104.228:19806/b165132a770741bcac023d15750067d3
动物星球,mitv://135.148.104.228:19806/e2f475dd35c74f20b7dc33c3204beb23
华视(备),mitv://135.148.104.228:19806/f2790dcfba0d4f479db8ec97095579af
华视,mitv://135.148.104.228:19806/2ebe6c2c5cfd454ebdc30acc44e683d7
华视,P2p://generationnexxxt.com:19806/2ebe6c2c5cfd454ebdc30acc44e683d7
华视新闻,mitv://135.148.104.228:19806/ad4759ce4ff244efaa766154165e5d39
华视新闻,mitv://135.148.104.228:19806/ad4759ce4ff244efaa766154165e5d39
华视新闻,P2p://generationnexxxt.com:19806/ad4759ce4ff244efaa766154165e5d39
华視新闻,http://shuma004.chunfengyun.top:8080/live/8/hls.m3u8
好莱电影,P2p://generationnexxxt.com:19806/c4810d15af404015859a5fc5059e4716
好莱坞电影台,mitv://135.148.104.228:19806/c4810d15af404015859a5fc5059e4716
年代新闻(备),mitv://135.148.104.228:19806/00b0fb08552945cbbaf718f9d815ca73
年代新闻,mitv://135.148.104.228:19806/cd32e0feca2244288f8a878d7aacf0fc
年代新闻,mitv://135.148.104.228:19806/f8c807d770a8429da9d058b516902907
纬来日本,mitv://135.148.104.228:19806/f975f456c2124eb78e6afaad3a9db300
纬来日本,rtmp://220.130.201.73/sat/tv771
纬来日本,rtmp://f13h.mine.nu/sat/tv771
纬来电影,P2p://generationnexxxt.com:19806/73fb2db46b6c4ec885e3709d9b7a4983
纬来电影台,mitv://135.148.104.228:19806/73fb2db46b6c4ec885e3709d9b7a4983
纬来电影台,mitv://135.148.104.228:19806/c919ad41b4a9444bbc9fdf332a13724d
纬来戏剧,P2p://generationnexxxt.com:19806/8a65b7456abb49f0bd564d6741cd4542
纬来戏剧台,mitv://135.148.104.228:19806/8a65b7456abb49f0bd564d6741cd4542
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来育乐台,mitv://135.148.104.228:19806/582d689b3362424fbf99541335e57ba2
纬来育乐台,mitv://135.148.104.228:19806/5c2e47cfcc864451b73783def36674bb
纬来综合,P2p://generationnexxxt.com:19806/9ca438ac1af6416087c98ee06bb3e512
纬来综合台,mitv://135.148.104.228:19806/9ca438ac1af6416087c98ee06bb3e512
纬来综合台,mitv://135.148.104.228:19806/b936f6c565994dc88e2143be7af35c25
纬来精采,mitv://135.148.104.228:19806/28427e22e6804e4a8ebd65671e789376
纬来精采,P2p://generationnexxxt.com:19806/66adf17b000a3115e7badbce3d8a0cc9
达文西频道,mitv://135.148.104.228:19806/170c28c8132b4ce183b4fbf61537dcff
国兴卫视,mitv://135.148.104.228:19806/341ef44c383e42aabb387120e1dade1c
采昌影剧,P2p://generationnexxxt.com:19806/2f739a4b287f479bbd28c962f1eb6367
采昌影剧台,mitv://135.148.104.228:19806/2f739a4b287f479bbd28c962f1eb6367
探索频道,mitv://135.148.104.228:19806/03803dbb35eb4e78a332b2b421b770c8
探索频道,mitv://135.148.104.228:19806/c7afe2fe39a04c1dada51462430dce8a
壹电电影,P2p://generationnexxxt.com:19806/8ce448f9cbae4feb805286d5b11bcf4d
壹电视电影台,mitv://135.148.104.228:19806/8ce448f9cbae4feb805286d5b11bcf4d
壹电视综,P2p://generationnexxxt.com:19806/cf21d5f3323f485b81fd561e01ddb505
壹电视综合,mitv://135.148.104.228:19806/cf21d5f3323f485b81fd561e01ddb505
壹电视新闻台,mitv://135.148.104.228:19806/dc5cf9b6bd4a43aa973b9beea88e631b
華視频道,rtmp://f13h.mine.nu/sat/tv111
超视,mitv://135.148.104.228:19806/9cf45ab03b744e3696aeeb3aec844fa9
超视,P2p://generationnexxxt.com:19806/9cf45ab03b744e3696aeeb3aec844fa9
韩国娱乐台,mitv://135.148.104.228:19806/8f28b72b74e64314b3b36973f682d021
罪案侦缉频道,mitv://135.148.104.228:19806/33eb3b21b71b469f9a9e0b780c615230
靖天日本台,mitv://135.148.104.228:19806/a3d3573d8c2543bd81a38c0cf885f56d
靖天卡通台,mitv://135.148.104.228:19806/f55c325d0f8b4cac938804f090c50b5c
靖天电影,P2p://generationnexxxt.com:19806/37bdc9a3001d4081a0f0885b317d7221
靖天电影台,mitv://135.148.104.228:19806/37bdc9a3001d4081a0f0885b317d7221
靖天戏剧,P2p://generationnexxxt.com:19806/08786346511f4fbbbbfe0c4e72ad9409
靖天戏剧台,mitv://135.148.104.228:19806/08786346511f4fbbbbfe0c4e72ad9409
靖天欢乐台,mitv://135.148.104.228:19806/292ac060fb694ab6bab52a705abd0444
靖天育乐,P2p://generationnexxxt.com:19806/056c144c71cc4b58be94ec2b1bc6409d
靖天育乐台,mitv://135.148.104.228:19806/056c144c71cc4b58be94ec2b1bc6409d
靖天国际台,mitv://135.148.104.228:19806/924e7a65eec84eddade5f03c3d5ebb37
靖天映画,mitv://135.148.104.228:19806/02870872a71c4d2296b35dd02d5a9973
靖天资讯,P2p://generationnexxxt.com:19806/f412c238a0594d74a72da81118a27f98
靖天资讯台,mitv://135.148.104.228:19806/f412c238a0594d74a72da81118a27f98
靖天综合,P2p://generationnexxxt.com:19806/9617767eac9b4ce792a24a442e821b13
靖天综合台,mitv://135.148.104.228:19806/9617767eac9b4ce792a24a442e821b13
靖洋卡通Nice Bingo,mitv://135.148.104.228:19806/c7d3153e13894863a8d735c907971efd
靖洋戏剧,P2p://generationnexxxt.com:19806/0089fb08f1b448b99c18ce438a9f7fc5
靖洋戏剧台,mitv://135.148.104.228:19806/0089fb08f1b448b99c18ce438a9f7fc5
影迷数位,P2p://generationnexxxt.com:19806/953af90f5a014c74b239928d831a1480
影迷数位电影台,mitv://135.148.104.228:19806/68111c16e7bc42d3bc27791997d39a4b
影迷数位电影台,mitv://135.148.104.228:19806/953af90f5a014c74b239928d831a1480
寰宇新闻,P2p://generationnexxxt.com:19806/33c00ed7adda475f9afe8adbd600bd9a
寰宇新闻台,mitv://135.148.104.228:19806/33c00ed7adda475f9afe8adbd600bd9a
寰宇新闻台,mitv://135.148.104.228:19806/33c00ed7adda475f9afe8adbd600bd9a
寰宇新闻台湾台,mitv://135.148.104.228:19806/eca259193814499a8bea04411ffceb1e
镜新闻,mitv://135.148.104.228:19806/65372d81bcb84ef4b76dd34a6f0e32bc
HBO Family,mitv://135.148.104.228:19806/a478d349433544c894aef4e3dc167d64
HBO Family,mitv://135.148.104.228:19806/e8c4b36eccf04b64aee2e9ef6b12a980
HBO Family,P2p://generationnexxxt.com:19806/e8c4b36eccf04b64aee2e9ef6b12a980
HBO,mitv://135.148.104.228:19806/ccabaebf243e4385a8f39a6abf31f8bb
HBO,P2p://generationnexxxt.com:19806/ccabaebf243e4385a8f39a6abf31f8bb
HBOFam,P2p://generationnexxxt.com:19806/a478d349433544c894aef4e3dc167d64
HBO原创巨献,mitv://135.148.104.228:19806/03579c59806d4cd9b1b3100caacadede
HBO原创巨献,mitv://135.148.104.228:19806/39c393cd52cb4a1b9b51a542f897570e
HBO强档,P2p://generationnexxxt.com:19806/55d1f251a1cc4043b0b2a748bcd26242
HBO强档巨献,mitv://135.148.104.228:19806/55d1f251a1cc4043b0b2a748bcd26242
HBO强档巨献,mitv://135.148.104.228:19806/7199aae1ab984d4fa9562d1babe7ba06
HGTV居家乐活频道,mitv://135.148.104.228:19806/695f8cb90c384faaa0a6253d92e35176
霹雳台湾台,mitv://135.148.104.228:19806/0e3ab414dfb34fccb76d20665cd03da4
霹雳台湾台,mitv://135.148.104.228:19806/28662f792e3745e6893da9c2f2f94575
客家电视,P2p://generationnexxxt.com:19806/12c8600cdaec420b96693e6cf2e37f67
客家电视台,mitv://135.148.104.228:19806/12c8600cdaec420b96693e6cf2e37f67
美亚电影,P2p://generationnexxxt.com:19806/6c34f21c2c634e5db469a2971a6e4ed0
美亚电影台HD,mitv://135.148.104.228:19806/6c34f21c2c634e5db469a2971a6e4ed0
美食星球,mitv://135.148.104.228:19806/02a89e372e1344d0b74c5b288d4d1cea
美食星球,mitv://135.148.104.228:19806/603ff2b4a3b34834bbe7bbc04b6b8d78
amc电影,P2p://generationnexxxt.com:19806/951cecbe3fd745498d5216c042600ccf
amc电影,P2p://generationnexxxt.com:19806/f3c27a21d7c94ce897675ac9dbcf304f
amc电影台,mitv://135.148.104.228:19806/951cecbe3fd745498d5216c042600ccf
amc电影台,mitv://135.148.104.228:19806/f3c27a21d7c94ce897675ac9dbcf304f
Animax,mitv://135.148.104.228:19806/4913cc8e4b7e490eaebbb4a081bf02b8
Animax,mitv://135.148.104.228:19806/7c6f8a583fc24b298779528c07b8c66d
AXN,mitv://135.148.104.228:19806/6c01776274094a4191d223378054782b
AXN,P2p://generationnexxxt.com:19806/6c01776274094a4191d223378054782b
BBC Earth,mitv://135.148.104.228:19806/14e78adfa4c44280a4ad715bab2532f0
BBC Earth,mitv://135.148.104.228:19806/bfb6de1d865a44c7a78477c6a0eb0b4a
BBC Lifestyle,mitv://135.148.104.228:19806/1d87116de5de48f5a94c45900b029545
BBC Lifestyle,mitv://135.148.104.228:19806/213ee36f11ba4b9896c8440290ebca3b
Bloomberg TV,mitv://135.148.104.228:19806/b7a11fd04a2f4a44acdab32693edee1e
CatchPlay电影台,mitv://135.148.104.228:19806/6c90e32dd9b14d1f9eebb3c57a351d15
Catch电影,P2p://generationnexxxt.com:19806/6c90e32dd9b14d1f9eebb3c57a351d15
CinemaWorld,mitv://135.148.104.228:19806/023f59ea320a4c6e92921cefdbaa56fa
CinemaWorld,mitv://135.148.104.228:19806/b132ee920a4c47b284c08292e8c215f7
CINEMAX,mitv://135.148.104.228:19806/a7ef892dc3d54789b8a29e5b8b06882e
CINEMAX,mitv://135.148.104.228:19806/d559fe6e91584b87bff1eaeb0660c6ef
CLASSICA 古典乐,mitv://135.148.104.228:19806/2671749a00774d36bd1afb569bd1edeb
CNBC,http://125.227.210.55:8152/VideoInput/play.ts
CNBC,mitv://135.148.104.228:19806/0c7b37b4c3254709945af2916fe4848b
CN卡通频道,mitv://135.148.104.228:19806/7eb800b1540d4aab9365efc149622aa0
Discovery Asia,mitv://135.148.104.228:19806/65e9a59d000f257fe8f2360919064328
Discovery Asia,mitv://135.148.104.228:19806/6d031b7fba864255a10992d86da402ca
Discovery科学频道,mitv://135.148.104.228:19806/5eb5ac6d3cf243b69bce16ad8e841668
ELTV生活英语台,mitv://135.148.104.228:19806/1a430b38978a4a0698ede6f842b3a265
EVE,mitv://135.148.104.228:19806/958f90533a3f4857bd1ea3f6610f45e5
EYE TV戏剧台,mitv://135.148.104.228:19806/bffdd8e7cb994d9e80a697632cf0a40f
EYE TV旅游台,mitv://135.148.104.228:19806/49931b62c0b34671af7cce9d0842ede8
EYE TV旅游台,mitv://135.148.104.228:19806/5b302f252b45400888768bf7dce6cf94
France24,mitv://135.148.104.228:19806/cff5534d052046bf8a4d8b2047aaa7c0
HITS,mitv://135.148.104.228:19806/512347b10e364e9bb4d436f495b1a8be
i-Fun动漫台,mitv://135.148.104.228:19806/5e4556e2a12846c5bedb721c6b5ff1c3
i-Fun动漫台,mitv://135.148.104.228:19806/6cb1867e9aa543d7938ecb9ac3605564
JET综合台,mitv://135.148.104.228:19806/834c314a8ff844b0a9c3ea729ad8516b
Lifetime,mitv://135.148.104.228:19806/7d5e25a5a50c47c3b6853d45f9f54d63
Love Nature,mitv://135.148.104.228:19806/95909f6c10614748a8d824e33bdfaad0
MoMo综合,rtmp://f13h.mine.nu/sat/tv761
MOMO综合台,mitv://135.148.104.228:19806/bc7a77f2d1a54242a2b845916fcb726c
NHK新闻资讯台,mitv://135.148.104.228:19806/6dd38f99d9ca484aa3f0a2a50f60ba0f
Smart知识台,mitv://135.148.104.228:19806/b90dd56d139b4ef9af62cfa2a07478f8
tvN,mitv://135.148.104.228:19806/45cb5d3ff4f842178bd262ac32891a0c
TechStorm,mitv://135.148.104.228:19806/9e84e7f44550435a91e4d0d92cc0147f
原住民电视台,mitv://135.148.104.228:19806/97025f4b61624e4498cf89ac22dc2120
纬来体育,rtmp://220.130.201.73/sat/tv721
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来体育台,mitv://135.148.104.228:19806/76e607f5f18c4561b7d5b5915897cc99
爱尔达体育1台(备),mitv://135.148.104.228:19806/a45037ddc0734fe58e4ab3e053d811dc
爱尔达体育1台,mitv://135.148.104.228:19806/49de700b9bd64f49b6b877f188eb7845
爱尔达体育1台,mitv://135.148.104.228:19806/db1725953e1d4256bcfab79f1873a727
爱尔达体育2台,mitv://135.148.104.228:19806/1ba2c7d7725f46a595dcb7df1741b5fb
爱尔达体育2台,mitv://135.148.104.228:19806/dc194c3738dd40448246b92172399ccd
爱尔达体育3台,mitv://135.148.104.228:19806/45f846eb465245d2aae9e7c34609f960
爱尔达体育3台,mitv://135.148.104.228:19806/90ea1d1ed6654b5d863053cfceb050e0
爱尔达体育4台,mitv://135.148.104.228:19806/4c4be1e474784fdbbfb565b5046238f4
爱尔达体育4台,mitv://135.148.104.228:19806/4e215dc71da5483bae1a0316a8c4673e
爱尔达影剧台,mitv://135.148.104.228:19806/d2fc333d45044f419b16748a28ac19c5
高点综合,P2p://generationnexxxt.com:19806/87ef49531c3c4f70b86874445d32ff0d
高点综合台,mitv://135.148.104.228:19806/434410dec739471d9743acce6fa7db63
高点综合台,mitv://135.148.104.228:19806/87ef49531c3c4f70b86874445d32ff0d
东森幼幼台,mitv://135.148.104.228:19806/f426ffd2f2744109aedcfaa04fed3a6e




📺夜視嗅探,#genre#
parse=1
ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36
民視第一臺,https://yeslivetv.com/channels/ftvone/
民視臺灣臺,https://yeslivetv.com/channels/ftvhd/
民視HD,https://yeslivetv.com/channels/ftv-hd/
中視HD,https://yeslivetv.com/channels/ctv-hd/
中視經典臺,https://yeslivetv.com/channels/ctv-classic/
華視,https://yeslivetv.com/channels/cts-hd/
三立綜合臺,https://yeslivetv.com/channels/set/
客家電視臺,https://yeslivetv.com/channels/hakkatv/
八大綜合臺(CH28),https://yeslivetv.com/channels/gtv-ch28/
中視菁采臺,https://yeslivetv.com/channels/ctv-bravo/
TVBS精采臺,https://yeslivetv.com/channels/tvbs-e/
愛爾達娛樂臺,https://yeslivetv.com/channels/eltatv-entertainment/
靖天綜合臺,https://yeslivetv.com/channels/goldentv-mod303/
新唐人亞太電視臺,https://yeslivetv.com/channels/ntdtv/
中天綜合臺,https://yeslivetv.com/channels/ctitv-ch36/
鏡電視新聞臺,https://yeslivetv.com/channels/mnews/
東森新聞臺,https://yeslivetv.com/channels/ebcnews/
華視新聞臺,https://yeslivetv.com/channels/cts/
民視電視臺(新聞),https://yeslivetv.com/channels/ftvnews/
三立電視臺iNEWs,https://yeslivetv.com/channels/set-inews/
TVBS 55臺,https://yeslivetv.com/channels/tvbs55/
中視新聞臺,https://yeslivetv.com/channels/ctv/
中天電視臺(新聞),https://yeslivetv.com/channels/cti/
